,model,lookback,hidden_size,num_layers,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
76,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,1,0.1,0.0,0.01,0.95,0.682875,0.317125,1.210566566912724,2.0615875,164927,75073,25,582.2483870967742,23.883300000000006,"TitForTat,OmegaTFT"
77,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,1,0.1,0.0,0.01,0.99,0.59595,0.40405,2.930122613652796,1.3472625,107781,132219,26,506.9177419354839,27.358427000000002,"TitForTat,OmegaTFT"
78,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,1,0.1,0.0,0.001,0.95,0.2928625,0.7071375,1.4029040983610865,1.1397375,91179,148821,28,490.73225806451615,45.18716,"TitForTat,OmegaTFT"
79,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,1,0.1,0.0,0.001,0.99,0.61145,0.38855,3.0360436983702708,1.3019625,104157,135843,26,515.5225806451613,42.70959399999999,"TitForTat,OmegaTFT"
80,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,1,0.2,0.0,0.01,0.95,0.5349625,0.4650375,1.4389321708221916,1.6291,130328,109672,25,602.0,45.245507999999994,"TitForTat,OmegaTFT"
81,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,1,0.2,0.0,0.01,0.99,0.594325,0.405675,2.90741597244271,1.3311375,106491,133509,25,544.9387096774194,49.27022999999999,"TitForTat,OmegaTFT"
82,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,1,0.2,0.0,0.001,0.95,0.5477625,0.4522375,2.1123104602939713,1.2026375,96211,143789,25,585.0661290322581,44.107092,"TitForTat,OmegaTFT"
83,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,1,0.2,0.0,0.001,0.99,0.5663625,0.4336375,2.7325493855783214,1.22215,97772,142228,25,596.3177419354839,46.559378,"TitForTat,OmegaTFT"
84,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.05,0.0,0.01,0.95,0.58695,0.41305,1.0329346488529847,2.09315,167452,72548,26,509.48709677419356,38.942631999999996,"TitForTat,OmegaTFT"
85,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.05,0.0,0.01,0.99,0.581225,0.418775,3.35641278285366,1.5013375,120107,119893,25,644.8709677419355,34.355648000000016,"TitForTat,OmegaTFT"
86,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.05,0.0,0.001,0.95,0.6601875,0.3398125,1.911209962519518,2.3443375,187547,52453,25,619.0532258064516,32.350301,"TitForTat,OmegaTFT"
87,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.05,0.0,0.001,0.99,0.705375,0.294625,4.55189779747767,1.7765,142120,97880,25,563.1903225806452,31.592007000000002,"TitForTat,OmegaTFT"
88,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.1,0.0,0.01,0.95,0.5803875,0.4196125,1.3622578978635735,1.9334,154672,85328,25,614.2629032258064,57.43114699999999,"TitForTat,OmegaTFT"
89,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.1,0.0,0.01,0.99,0.5840875,0.4159125,3.1495301813845815,1.4082375,112659,127341,25,584.3935483870968,53.443025,"TitForTat,OmegaTFT"
90,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.1,0.0,0.001,0.95,0.5369875,0.4630125,2.5057665338820936,1.4495625,115965,124035,25,641.7935483870967,67.03387699999998,"TitForTat,OmegaTFT"
91,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.1,0.0,0.001,0.99,0.6868125,0.3131875,3.592004713973063,1.4375,115000,125000,25,591.008064516129,33.32680000000001,"TitForTat,OmegaTFT"
92,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.2,0.0,0.01,0.95,0.5096,0.4904,1.4751047896368155,1.666675,133334,106666,25,574.5661290322581,31.393634000000002,"TitForTat,OmegaTFT"
93,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.2,0.0,0.01,0.99,0.55535,0.44465,3.1202407895747646,1.4182875,113463,126537,30,442.31129032258065,33.749531000000005,"TitForTat,OmegaTFT"
94,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.2,0.0,0.001,0.95,0.5846,0.4154,2.487500755304412,1.316025,105282,134718,26,500.8290322580645,62.93001499999999,"TitForTat,OmegaTFT"
95,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,2,0.2,0.0,0.001,0.99,0.6559,0.3441,3.2352372120839847,1.3343,106744,133256,25,549.583870967742,70.81631599999999,"TitForTat,OmegaTFT"
96,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.05,0.0,0.01,0.95,0.4507125,0.5492875,1.156837887597194,1.6771625,134173,105827,25,524.8887096774193,43.567907000000005,"TitForTat,OmegaTFT"
97,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.05,0.0,0.01,0.99,0.4838625,0.5161375,3.1640538404250993,1.4870625,118965,121035,25,555.4790322580645,38.15883000000001,"TitForTat,OmegaTFT"
98,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.05,0.0,0.001,0.95,0.386825,0.613175,1.0977033333171058,1.793375,143470,96530,25,571.4758064516129,39.782906,"TitForTat,OmegaTFT"
99,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.05,0.0,0.001,0.99,0.482225,0.517775,3.393492878783136,1.5119375,120955,119045,25,627.55,76.75292199999998,"TitForTat,OmegaTFT"
100,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.1,0.0,0.01,0.95,0.51295,0.48705,1.4254217005415646,1.7910875,143287,96713,25,595.9096774193548,71.19291399999999,"TitForTat,OmegaTFT"
101,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.1,0.0,0.01,0.99,0.611125,0.388875,3.0660133841511685,1.3548125,108385,131615,25,644.6612903225806,38.998059,"TitForTat,OmegaTFT"
102,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.1,0.0,0.001,0.95,0.492125,0.507875,2.081945335014155,1.545525,123642,116358,25,625.5241935483871,69.01585699999997,"TitForTat,OmegaTFT"
103,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.1,0.0,0.001,0.99,0.6875125,0.3124875,3.6971729833335862,1.474775,117982,122018,25,542.8403225806452,74.21956300000001,"TitForTat,OmegaTFT"
104,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.2,0.0,0.01,0.95,0.4907375,0.5092625,1.4154435873048117,1.6375375,131003,108997,25,530.9193548387096,37.956116,"TitForTat,OmegaTFT"
105,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.2,0.0,0.01,0.99,0.5717,0.4283,3.0803580055267106,1.3807,110456,129544,25,533.8290322580646,36.03574599999999,"TitForTat,OmegaTFT"
106,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.2,0.0,0.001,0.95,0.5162375,0.4837625,2.2792950366092506,1.2774375,102195,137805,25,545.2258064516129,72.24845499999999,"TitForTat,OmegaTFT"
107,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",1,4,3,0.2,0.0,0.001,0.99,0.5775,0.4225,3.0504132549748317,1.3163875,105311,134689,26,516.3548387096774,63.470157999999984,"TitForTat,OmegaTFT"
108,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.05,0.0,0.01,0.95,0.9024125,0.0975875,0.5429971460739405,2.7834,222672,17328,25,653.7274193548387,43.921818000000016,"TitForTat,OmegaTFT"
109,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.05,0.0,0.01,0.99,0.6090375,0.3909625,2.5559450478040615,1.2804,102432,137568,28,471.7887096774194,44.65002500000002,"TitForTat,OmegaTFT"
110,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.05,0.0,0.001,0.95,0.7682875,0.2317125,0.7004925395834195,2.554325,204346,35654,25,577.9387096774194,24.69923200000001,"TitForTat,OmegaTFT"
111,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.05,0.0,0.001,0.99,0.6911375,0.3088625,3.515490692827091,1.433325,114666,125334,25,574.2822580645161,29.666012999999996,"TitForTat,OmegaTFT"
112,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.1,0.0,0.01,0.95,0.787025,0.212975,0.9090330691850846,2.4278,194224,45776,25,596.7822580645161,25.698428,"TitForTat,OmegaTFT"
113,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.1,0.0,0.01,0.99,0.622525,0.377475,2.6371382280897793,1.2761875,102095,137905,25,617.5096774193548,25.836228999999992,"TitForTat,OmegaTFT"
114,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.1,0.0,0.001,0.95,0.3298,0.6702,1.1923179671470374,1.14635,91708,148292,30,454.84354838709675,44.81876,"TitForTat,OmegaTFT"
115,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.1,0.0,0.001,0.99,0.676475,0.323525,2.986405102869628,1.2463625,99709,140291,25,628.2532258064516,47.049496,"TitForTat,OmegaTFT"
116,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.2,0.0,0.01,0.95,0.67585,0.32415,1.6024021641503048,1.679075,134326,105674,25,635.8709677419355,52.62104,"TitForTat,OmegaTFT"
117,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.2,0.0,0.01,0.99,0.5792875,0.4207125,2.7783456334608547,1.346825,107746,132254,25,549.0951612903226,46.93693999999999,"TitForTat,OmegaTFT"
118,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.2,0.0,0.001,0.95,0.5343875,0.4656125,1.8116894218773347,1.194075,95526,144474,28,488.26451612903224,54.03444599999999,"TitForTat,OmegaTFT"
119,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,1,0.2,0.0,0.001,0.99,0.565825,0.434175,2.6275792415777155,1.1909375,95275,144725,26,530.083870967742,49.19698799999998,"TitForTat,OmegaTFT"
120,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.05,0.0,0.01,0.95,0.4921625,0.5078375,1.0806194166529086,1.6694875,133559,106441,25,641.108064516129,58.117158999999994,"TitForTat,OmegaTFT"
121,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.05,0.0,0.01,0.99,0.6076125,0.3923875,2.7606982387086054,1.309775,104782,135218,25,561.4,61.418963,"TitForTat,OmegaTFT"
122,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.05,0.0,0.001,0.95,0.972525,0.027475,1.6675229983249162,2.962675,237014,2986,25,630.6903225806452,54.340632,"TitForTat,OmegaTFT"
123,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.05,0.0,0.001,0.99,0.766925,0.233075,4.449608281507126,1.7012875,136103,103897,25,578.6790322580645,55.51458100000001,"TitForTat,OmegaTFT"
124,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.1,0.0,0.01,0.95,0.643125,0.356875,1.6407469507284222,1.818725,145498,94502,25,660.0822580645162,58.72313400000001,"TitForTat,OmegaTFT"
125,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.1,0.0,0.01,0.99,0.556775,0.443225,2.7751819269642706,1.355475,108438,131562,25,605.8693548387097,53.664446000000005,"TitForTat,OmegaTFT"
126,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.1,0.0,0.001,0.95,0.46025,0.53975,1.5615464931378873,1.2585875,100687,139313,26,483.22903225806454,34.075418000000006,"TitForTat,OmegaTFT"
127,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.1,0.0,0.001,0.99,0.625075,0.374925,3.2440550358235307,1.3787625,110301,129699,25,504.8709677419355,35.327199,"TitForTat,OmegaTFT"
128,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.2,0.0,0.01,0.95,0.50545,0.49455,1.375207631779431,1.6320875,130567,109433,25,559.1,32.986664000000005,"TitForTat,OmegaTFT"
129,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.2,0.0,0.01,0.99,0.5343875,0.4656125,2.9631485983882944,1.4404375,115235,124765,25,506.8322580645161,54.91295399999999,"TitForTat,OmegaTFT"
130,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.2,0.0,0.001,0.95,0.5689375,0.4310625,1.9989633815665282,1.296475,103718,136282,26,521.1290322580645,52.412570999999986,"TitForTat,OmegaTFT"
131,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,2,0.2,0.0,0.001,0.99,0.63045,0.36955,3.0887424877239247,1.3125,105000,135000,25,568.5032258064516,50.499984000000005,"TitForTat,OmegaTFT"
132,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.05,0.0,0.01,0.95,0.5044875,0.4955125,1.0381628415783688,1.768225,141458,98542,27,471.98709677419356,42.248952999999986,"TitForTat,OmegaTFT"
133,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.05,0.0,0.01,0.99,0.55085,0.44915,2.890877311228576,1.397,111760,128240,25,686.4516129032259,40.63403600000001,"TitForTat,OmegaTFT"
134,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.05,0.0,0.001,0.95,0.7868875,0.2131125,0.897590600017859,2.596225,207698,32302,25,619.7741935483871,35.224505,"TitForTat,OmegaTFT"
135,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.05,0.0,0.001,0.99,0.6580875,0.3419125,3.598829972363342,1.47375,117900,122100,25,597.8370967741936,56.163363999999994,"TitForTat,OmegaTFT"
136,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.1,0.0,0.01,0.95,0.524975,0.475025,1.2881024724406167,1.782325,142586,97414,25,583.6693548387096,70.28192200000001,"TitForTat,OmegaTFT"
137,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.1,0.0,0.01,0.99,0.5956125,0.4043875,2.716283596670612,1.27795,102236,137764,30,451.66129032258067,61.64121000000001,"TitForTat,OmegaTFT"
138,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.1,0.0,0.001,0.95,0.343925,0.656075,1.3532080622517046,1.2008875,96071,143929,25,619.0064516129032,41.91003900000002,"TitForTat,OmegaTFT"
139,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.1,0.0,0.001,0.99,0.64625,0.35375,3.195508175303069,1.34145,107316,132684,25,630.9790322580645,40.49082699999998,"TitForTat,OmegaTFT"
140,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.2,0.0,0.01,0.95,0.6143,0.3857,1.2452714594968697,1.950225,156018,83982,26,487.84354838709675,71.13407300000001,"TitForTat,OmegaTFT"
141,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.2,0.0,0.01,0.99,0.5565125,0.4434875,3.049830977482279,1.3838375,110707,129293,25,545.3854838709677,71.01369199999999,"TitForTat,OmegaTFT"
142,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.2,0.0,0.001,0.95,0.5530125,0.4469875,2.210913549669442,1.418,113440,126560,25,577.4564516129033,65.81150699999999,"TitForTat,OmegaTFT"
143,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",1,8,3,0.2,0.0,0.001,0.99,0.6201875,0.3798125,3.068288338325598,1.3109625,104877,135123,25,605.2483870967742,38.77365900000001,"TitForTat,OmegaTFT"
144,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.05,0.0,0.01,0.95,0.8912,0.1088,0.43782713720563754,2.7713125,221705,18295,25,665.4370967741935,26.68275700000001,"TitForTat,OmegaTFT"
145,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.05,0.0,0.01,0.99,0.6234875,0.3765125,2.406181617614364,1.3074875,104599,135401,27,498.36129032258066,43.38106700000001,"TitForTat,OmegaTFT"
146,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.05,0.0,0.001,0.95,0.970425,0.029575,0.901548411925618,2.9647625,237181,2819,25,680.9725806451613,41.580952999999994,"TitForTat,OmegaTFT"
147,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.05,0.0,0.001,0.99,0.6467875,0.3532125,2.7338522314452987,1.210275,96822,143178,29,472.7096774193548,46.51900800000001,"TitForTat,OmegaTFT"
148,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.1,0.0,0.01,0.95,0.8111,0.1889,1.1350549025883983,2.320125,185610,54390,25,491.03387096774196,47.670251000000015,"TitForTat,OmegaTFT"
149,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.1,0.0,0.01,0.99,0.6164875,0.3835125,2.4735551251606593,1.3499375,107995,132005,26,476.2193548387097,47.30905400000001,"TitForTat,OmegaTFT"
150,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.1,0.0,0.001,0.95,0.655925,0.344075,1.6794210883587126,1.8711125,149689,90311,25,550.7887096774193,40.375890999999996,"TitForTat,OmegaTFT"
151,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(2, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",1,16,1,0.1,0.0,0.001,0.99,0.5954875,0.4045125,2.4813507235357743,1.1519,92152,147848,25,530.258064516129,45.758782,"TitForTat,OmegaTFT"
