,Unnamed: 0,model,lookback,n1,n2,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
53,53,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,8,0.1,0.0,0.001,0.95,0.945865,0.054135,2.384051996455949,2.84329,568658,31342,24,697.3129032258065,16.177717000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
54,54,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,8,0.2,0.0,0.01,0.95,0.6682,0.3318,1.9001162514149197,2.36011,472022,127978,25,696.1951612903226,16.235904,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
55,55,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,8,0.2,0.0,0.001,0.95,0.590555,0.409445,0.5329703976354787,2.58064,516128,83872,25,675.2887096774193,16.716238999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
56,56,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,12,0.1,0.0,0.01,0.95,0.050555,0.949445,1.7915019205402023,2.289255,457851,142149,29,430.6435483870968,17.700701000000006,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
57,57,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,12,0.1,0.0,0.001,0.95,0.530325,0.469675,0.587599371159898,2.622245,524449,75551,25,675.7483870967742,16.518766999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
58,58,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,12,0.2,0.0,0.01,0.95,0.362035,0.637965,0.4837184984306421,2.282355,456471,143529,29,467.3209677419355,18.505927000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
59,59,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,12,0.2,0.0,0.001,0.95,0.66099,0.33901,0.4976845149739494,2.649295,529859,70141,25,560.6645161290322,18.535642,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
60,60,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,16,0.1,0.0,0.01,0.95,0.949715,0.050285,2.3863261258657364,2.84724,569448,30552,24,718.7887096774193,16.352465,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
61,61,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,16,0.1,0.0,0.001,0.95,0.505425,0.494575,0.5406252922194066,2.55244,510488,89512,17,747.5258064516129,17.128476000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
62,62,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,16,0.2,0.0,0.01,0.95,0.53783,0.46217,1.7385475268839077,2.213665,442733,157267,25,645.2532258064516,18.936593,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
63,63,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,16,0.2,0.0,0.001,0.95,0.48913,0.51087,0.6364709381219477,2.47465,494930,105070,25,647.0774193548388,16.265886000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
64,64,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,24,0.1,0.0,0.01,0.95,0.95005,0.04995,2.3820931310651257,2.84194,568388,31612,15,748.9854838709678,17.418127,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
65,65,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,24,0.1,0.0,0.001,0.95,0.569195,0.430805,0.5487680114249057,2.670005,534001,65999,27,499.2451612903226,16.712589,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
66,66,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,24,0.2,0.0,0.01,0.95,0.842555,0.157445,2.1522024988691397,2.58135,516270,83730,24,692.8403225806452,17.556502,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
67,67,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,24,0.2,0.0,0.001,0.95,0.57661,0.42339,1.7510279175341563,2.227425,445485,154515,27,541.3870967741935,17.221437000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
68,68,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,32,0.1,0.0,0.01,0.95,0.950595,0.049405,2.391731962907416,2.853415,570683,29317,25,674.7596774193548,15.786965000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
69,69,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,32,0.1,0.0,0.001,0.95,0.10939,0.89061,1.7412446597930036,2.24685,449370,150630,27,480.0919354838709,19.432918,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
70,70,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,32,0.2,0.0,0.01,0.95,0.899515,0.100485,2.2701843882971118,2.697035,539407,60593,23,711.5983870967742,16.431439,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
71,71,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=12, bias=True)
  (layer4): Linear(in_features=12, out_features=2, bias=True)
)",4,12,32,0.2,0.0,0.001,0.95,0.26777,0.73223,0.6988775700761404,2.218915,443783,156217,25,510.3983870967742,16.953914,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
72,72,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,4,0.1,0.0,0.01,0.95,0.948845,0.051155,2.383904561367035,2.84385,568770,31230,17,735.6596774193548,17.394403,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
73,73,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,4,0.1,0.0,0.001,0.95,0.60262,0.39738,0.5137612014109618,2.758775,551755,48245,18,754.3983870967742,17.351427000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
74,74,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,4,0.2,0.0,0.01,0.95,0.89893,0.10107,2.257685,2.68231,536462,63538,15,763.9064516129032,17.519776999999994,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
75,75,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,4,0.2,0.0,0.001,0.95,0.244875,0.755125,0.7103127897917301,2.18882,437764,162236,27,502.5951612903226,16.376329,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
76,76,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,8,0.1,0.0,0.01,0.95,0.95031,0.04969,2.3919328670326774,2.853545,570709,29291,23,713.4483870967742,15.909706999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
77,77,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,8,0.1,0.0,0.001,0.95,0.625625,0.374375,0.4802108855292924,2.634465,526893,73107,24,687.65,15.937787999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
78,78,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,8,0.2,0.0,0.01,0.95,0.8998,0.1002,2.2636493147723376,2.68951,537902,62098,18,741.7161290322581,17.052049999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
79,79,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,8,0.2,0.0,0.001,0.95,0.61231,0.38769,0.564711715207137,2.574635,514927,85073,25,670.5145161290322,15.488438,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
80,80,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,12,0.1,0.0,0.01,0.95,0.949645,0.050355,2.385610165278912,2.845955,569191,30809,20,732.2112903225807,16.293493,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
81,81,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,12,0.1,0.0,0.001,0.95,0.73039,0.26961,0.4074630110869052,2.75141,550282,49718,26,466.7,18.945991,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
82,82,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,12,0.2,0.0,0.01,0.95,0.383305,0.616695,0.4683427204251138,2.313525,462705,137295,30,447.81612903225806,18.424115000000004,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
83,83,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,12,0.2,0.0,0.001,0.95,0.54717,0.45283,1.7352313004370654,2.21072,442144,157856,25,582.7854838709677,18.718527,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
84,84,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,16,0.1,0.0,0.01,0.95,0.050645,0.949355,1.792636272168448,2.290225,458045,141955,31,428.4951612903226,17.343485,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
85,85,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,16,0.1,0.0,0.001,0.95,0.29484,0.70516,1.1310234066368456,2.4374,487480,112520,31,422.9274193548387,16.268310000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
86,86,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,16,0.2,0.0,0.01,0.95,0.90082,0.09918,2.2660865092040696,2.692225,538445,61555,23,731.1258064516129,16.244883,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
87,87,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,16,0.2,0.0,0.001,0.95,0.26382,0.73618,0.7273451982172812,2.28607,457214,142786,27,458.1032258064516,18.60325200000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
88,88,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,24,0.1,0.0,0.01,0.95,0.335495,0.664505,0.4424977699983246,2.328175,465635,134365,25,653.8032258064516,14.969639999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
89,89,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,24,0.1,0.0,0.001,0.95,0.950425,0.049575,2.3535427572988987,2.849575,569915,30085,23,696.6403225806451,15.742677000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
90,90,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,24,0.2,0.0,0.01,0.95,0.89989,0.10011,2.2663572264412046,2.69271,538542,61458,20,734.233870967742,16.881134,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
91,91,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,24,0.2,0.0,0.001,0.95,0.555325,0.444675,1.7229538610873618,2.197485,439497,160503,25,566.1564516129032,16.92718,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
92,92,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,32,0.1,0.0,0.01,0.95,0.950085,0.049915,2.3846917484762136,2.844825,568965,31035,23,739.5951612903226,16.691820999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
93,93,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,32,0.1,0.0,0.001,0.95,0.5232,0.4768,0.5358780909169156,2.548805,509761,90239,25,706.5274193548387,15.882062,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
94,94,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,32,0.2,0.0,0.01,0.95,0.90001,0.09999,2.258019625644218,2.682725,536545,63455,24,706.6177419354839,15.984263000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
95,95,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=16, bias=True)
  (layer4): Linear(in_features=16, out_features=2, bias=True)
)",4,16,32,0.2,0.0,0.001,0.95,0.900785,0.099215,2.271740083937645,2.6994,539880,60120,15,762.4774193548387,17.109490000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
96,96,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,4,0.1,0.0,0.01,0.95,0.949835,0.050165,2.385331749417696,2.845615,569123,30877,14,744.641935483871,16.597551,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
97,97,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,4,0.1,0.0,0.001,0.95,0.696195,0.303805,0.445246371862173,2.68337,536674,63326,24,723.016129032258,16.162327,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
98,98,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,4,0.2,0.0,0.01,0.95,0.22637,0.77363,0.976471568583759,2.181435,436287,163713,28,461.9403225806452,18.766543,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
99,99,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,4,0.2,0.0,0.001,0.95,0.898,0.102,2.2615710377420326,2.68675,537350,62650,20,730.9451612903226,16.526200000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
100,100,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,8,0.1,0.0,0.01,0.95,0.288595,0.711405,0.4472628030784045,2.328015,465603,134397,29,452.9209677419355,17.799475,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
101,101,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,8,0.1,0.0,0.001,0.95,0.950105,0.049895,2.3490647567739305,2.849295,569859,30141,23,690.5451612903225,16.285454000000005,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
102,102,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,8,0.2,0.0,0.01,0.95,0.246125,0.753875,0.9505426318497722,2.21526,443052,156948,30,439.7209677419355,17.637839999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
103,103,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,8,0.2,0.0,0.001,0.95,0.46879,0.53121,0.6287633532440354,2.480885,496177,103823,25,683.4822580645161,17.53351,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
104,104,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,12,0.1,0.0,0.01,0.95,0.947885,0.052115,2.3792416161855687,2.838905,567781,32219,25,701.3516129032258,16.225755,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
105,105,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=24, bias=True)
  (layer4): Linear(in_features=24, out_features=2, bias=True)
)",4,24,12,0.1,0.0,0.001,0.95,0.6407,0.3593,0.4670928758917562,2.682435,536487,63513,16,743.8677419354839,16.896177,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
